MUNICODE;MUNINAME;IDHM
4107751;Figueira;0.677
5003900;Figueirão;0.66
1707652;Figueirópolis;0.689
5103809;Figueirópolis D'Oeste;0.679
1707702;Filadélfia;0.621
2910859;Filadélfia;0.565
2910909;Firmino Alves;0.578
5207808;Firminópolis;0.732
2702801;Flexeiras;0.527
4107801;Floraí;0.745
2403806;Florânia;0.642
3515806;Flora Rica;0.727
4107850;Flor da Serra do Sul;0.682
4205357;Flor do Sertão;0.708
3515905;Floreal;0.747
2605608;Flores;0.556
4308201;Flores da Cunha;0.754
5207907;Flores de Goiás;0.597
2203800;Flores do Piauí;0.547
2605707;Floresta;0.626
4107900;Floresta;0.736
2911006;Floresta Azul;0.557
1503044;Floresta do Araguaia;0.583
2203859;Floresta do Piauí;0.538
3126000;Florestal;0.724
4108007;Florestópolis;0.701
2203909;Floriano;0.7
4308250;Floriano Peixoto;0.663
4205407;Florianópolis;0.847
4108106;Flórida;0.732
3516002;Flórida Paulista;0.715
3516101;Florínia;0.713
1301605;Fonte Boa;0.53
4308300;Fontoura Xavier;0.661
3126109;Formiga;0.755
4308409;Formigueiro;0.682
5208004;Formosa;0.744
2104099;Formosa da Serra Negra;0.556
4108205;Formosa do Oeste;0.723
2911105;Formosa do Rio Preto;0.618
4205431;Formosa do Sul;0.715
3126208;Formoso;0.64
5208103;Formoso;0.715
1708205;Formoso do Araguaia;0.67
4308433;Forquetinha;0.683
2304350;Forquilha;0.644
4205456;Forquilhinha;0.753
2304400;Fortaleza;0.754
3126307;Fortaleza de Minas;0.67
2104107;Fortaleza dos Nogueiras;0.616
4308458;Fortaleza dos Valos;0.756
1708254;Fortaleza do Tabocão;0.659
2304459;Fortim;0.624
2104206;Fortuna;0.58
3126406;Fortuna de Minas;0.696
4108304;Foz do Iguaçu;0.751
4108452;Foz do Jordão;0.645
4205506;Fraiburgo;0.731
3516200;Franca;0.78
2204006;Francinópolis;0.564
4108320;Francisco Alves;0.669
2204105;Francisco Ayres;0.577
3126505;Francisco Badaró;0.622
4108403;Francisco Beltrão;0.774
2403905;Francisco Dantas;0.606
3126604;Francisco Dumont;0.625
2204154;Francisco Macedo;0.553
3516309;Francisco Morato;0.703
3126752;Franciscópolis;0.603
3126703;Francisco Sá;0.654
2204204;Francisco Santos;0.608
3516408;Franco da Rocha;0.731
2304509;Frecheirinha;0.604
4308508;Frederico Westphalen;0.76
3126802;Frei Gaspar;0.59
3126901;Frei Inocêncio;0.648
3126950;Frei Lagonegro;0.543
2506202;Frei Martinho;0.641
2605806;Frei Miguelinho;0.576
2802304;Frei Paulo;0.589
4205555;Frei Rogério;0.682
3127008;Fronteira;0.684
3127057;Fronteira dos Vales;0.592
2204303;Fronteiras;0.619
3127073;Fruta de Leite;0.544
3127107;Frutal;0.73
2404002;Frutuoso Gomes;0.597
3202207;Fundão;0.718
3127206;Funilândia;0.655
3516507;Gabriel Monteiro;0.763
2506251;Gado Bravo;0.513
3516606;Gália;0.709
3127305;Galiléia;0.654
2404101;Galinhos;0.564
4205605;Galvão;0.708
2605905;Gameleira;0.602
5208152;Gameleira de Goiás;0.659
3127339;Gameleiras;0.65
2911204;Gandu;0.632
2606002;Garanhuns;0.664
2802403;Gararu;0.564
3516705;Garça;0.769
4308607;Garibaldi;0.786
4205704;Garopaba;0.753
1503077;Garrafão do Norte;0.526
4308656;Garruchos;0.671
4205803;Garuva;0.725
4205902;Gaspar;0.765
3516804;Gastão Vidigal;0.723
5103858;Gaúcha do Norte;0.615
4308706;Gaurama;0.738
2911253;Gavião;0.599
3516853;Gavião Peixoto;0.719
2204352;Geminiano;0.561
4308805;General Câmara;0.686
4108502;General Carneiro;0.652
5103908;General Carneiro;0.67
2802502;General Maynard;0.645
3516903;General Salgado;0.747
2304608;General Sampaio;0.568
4308854;Gentil;0.733
2911303;Gentio do Ouro;0.559
3517000;Getulina;0.717
4308904;Getúlio Vargas;0.746
2204402;Gilbués;0.548
2702900;Girau do Ponciano;0.536
4309001;Giruá;0.721
3127354;Glaucilândia;0.679
3517109;Glicério;0.735
2911402;Glória;0.593
5004007;Glória de Dourados;0.721
5103957;Glória D'Oeste;0.71
2606101;Glória do Goitá;0.604
4309050;Glorinha;0.714
2104305;Godofredo Viana;0.604
4108551;Godoy Moreira;0.675
3127370;Goiabeira;0.647
2606200;Goiana;0.651
3127388;Goianá;0.716
5208400;Goianápolis;0.703
5208509;Goiandira;0.76
5208608;Goianésia;0.727
1503093;Goianésia do Pará;0.56
5208707;Goiânia;0.799
2404200;Goianinha;0.638
5208806;Goianira;0.694
1708304;Goianorte;0.621
5208905;Goiás;0.709
1709005;Goiatins;0.576
5209101;Goiatuba;0.725
4108601;Goioerê;0.731
4108650;Goioxim;0.641
3127404;Gonçalves;0.683
2104404;Gonçalves Dias;0.568
2911501;Gongogi;0.576
3127503;Gonzaga;0.606
3127602;Gouveia;0.681
5209150;Gouvelândia;0.674
2104503;Governador Archer;0.565
4206009;Governador Celso Ramos;0.747
2404309;Governador Dix-Sept Rosado;0.592
2104552;Governador Edison Lobão;0.629
2104602;Governador Eugênio Barros;0.572
1101005;Governador Jorge Teixeira;0.596
3202256;Governador Lindenberg;0.694
2104628;Governador Luiz Rocha;0.544
2911600;Governador Mangabeira;0.643
2104651;Governador Newton Bello;0.521
2104677;Governador Nunes Freire;0.569
3127701;Governador Valadares;0.727
2304657;Graça;0.57
2104701;Graça Aranha;0.57
2802601;Gracho Cardoso;0.577
2104800;Grajaú;0.609
4309100;Gramado;0.764
4309126;Gramado dos Loureiros;0.685
4309159;Gramado Xavier;0.634
4108700;Grandes Rios;0.658
2606309;Granito;0.595
2304707;Granja;0.559
2304806;Granjeiro;0.585
3127800;Grão Mogol;0.604
4206108;Grão Pará;0.736
2606408;Gravatá;0.634
4309209;Gravataí;0.736
4206207;Gravatal;0.757
2304905;Groaíras;0.633
2404408;Grossos;0.664
3127909;Grupiara;0.731
4309258;Guabiju;0.758
4206306;Guabiruba;0.754
3202306;Guaçuí;0.703
2204501;Guadalupe;0.65
4309308;Guaíba;0.73
3517208;Guaiçara;0.739
3517307;Guaimbê;0.728
3517406;Guaíra;0.753
4108809;Guaíra;0.724
4108908;Guairaçá;0.693
2304954;Guaiúba;0.617
1301654;Guajará;0.532
1100106;Guajará-Mirim;0.657
2911659;Guajeru;0.569
2404507;Guamaré;0.626
4108957;Guamiranga;0.669
2911709;Guanambi;0.673
3128006;Guanhães;0.686
3128105;Guapé;0.679
3517505;Guapiaçu;0.725
3517604;Guapiara;0.675
3301850;Guapimirim;0.698
4109005;Guapirama;0.702
5209200;Guapó;0.697
4309407;Guaporé;0.765
4109104;Guaporema;0.719
3517703;Guará;0.718
2506301;Guarabira;0.673
3517802;Guaraçaí;0.719
3517901;Guaraci;0.737
4109203;Guaraci;0.698
3128204;Guaraciaba;0.623
4206405;Guaraciaba;0.751
2305001;Guaraciaba do Norte;0.609
3128253;Guaraciama;0.677
1709302;Guaraí;0.741
5209291;Guaraíta;0.687
2305100;Guaramiranga;0.637
4206504;Guaramirim;0.751
3128303;Guaranésia;0.701
3128402;Guarani;0.677
4109302;Guaraniaçu;0.677
4309506;Guarani das Missões;0.737
5209408;Guarani de Goiás;0.637
3518008;Guarani D'Oeste;0.732
3518107;Guarantã;0.713
5104104;Guarantã do Norte;0.703
3202405;Guarapari;0.731
4109401;Guarapuava;0.731
4109500;Guaraqueçaba;0.587
3128501;Guarará;0.652
3518206;Guararapes;0.763
3518305;Guararema;0.731
2911808;Guaratinga;0.558
3518404;Guaratinguetá;0.798
4109609;Guaratuba;0.717
3128600;Guarda-Mor;0.69
3518503;Guareí;0.687
3518602;Guariba;0.719
2204550;Guaribas;0.508
5209457;Guarinos;0.652
3518701;Guarujá;0.751
4206603;Guarujá do Sul;0.73
3518800;Guarulhos;0.763
4206652;Guatambú;0.717
3518859;Guatapará;0.743
3128709;Guaxupé;0.751
5004106;Guia Lopes da Laguna;0.675
3128808;Guidoval;0.683
2104909;Guimarães;0.625
3128907;Guimarânia;0.693
5104203;Guiratinga;0.705
3129004;Guiricema;0.674
3129103;Gurinhatã;0.68
2506400;Gurinhém;0.556
2506509;Gurjão;0.625
1503101;Gurupá;0.509
1709500;Gurupi;0.759
3518909;Guzolândia;0.697
4309555;Harmonia;0.749
5209606;Heitoraí;0.694
3129202;Heliodora;0.657
2911857;Heliópolis;0.563
3519006;Herculândia;0.727
4307104;Herval;0.687
4206702;Herval D'Oeste;0.758
4309571;Herveiras;0.616
2305209;Hidrolândia;0.597
5209705;Hidrolândia;0.706
5209804;Hidrolina;0.677
3519055;Holambra;0.793
4109658;Honório Serpa;0.683
2305233;Horizonte;0.658
4309605;Horizontina;0.783
3519071;Hortolândia;0.756
2204600;Hugo Napoleão;0.599
4309654;Hulha Negra;0.643
1301704;Humaitá;0.605
4309704;Humaitá;0.738
2105005;Humberto de Campos;0.535
3519105;Iacanga;0.745
5209903;Iaciara;0.644
3519204;Iacri;0.733
2911907;Iaçu;0.574
3129301;Iapu;0.654
3519253;Iaras;0.674
2606507;Iati;0.528
4109708;Ibaiti;0.71
4309753;Ibarama;0.652
2305266;Ibaretama;0.577
3519303;Ibaté;0.703
2703007;Ibateguara;0.518
3202454;Ibatiba;0.647
4109757;Ibema;0.685
3129400;Ibertioga;0.657
3129509;Ibiá;0.718
4309803;Ibiaçá;0.739
3129608;Ibiaí;0.614
4206751;Ibiam;0.725
2305308;Ibiapina;0.608
2506608;Ibiara;0.586
2912004;Ibiassucê;0.611
2912103;Ibicaraí;0.625
4206801;Ibicaré;0.708
2912202;Ibicoara;0.591
2912301;Ibicuí;0.584
2305332;Ibicuitinga;0.606
2606606;Ibimirim;0.552
2912400;Ibipeba;0.616
2912509;Ibipitanga;0.584
4109807;Ibiporã;0.726
2912608;Ibiquera;0.511
3519402;Ibirá;0.74
3129657;Ibiracatu;0.591
3129707;Ibiraci;0.706
3202504;Ibiraçu;0.726
4309902;Ibiraiaras;0.724
2606705;Ibirajuba;0.58
4206900;Ibirama;0.737
2912707;Ibirapitanga;0.558
2912806;Ibirapuã;0.614
4309951;Ibirapuitã;0.638
3519501;Ibirarema;0.708
2912905;Ibirataia;0.576
3129806;Ibirité;0.704
4310009;Ibirubá;0.765
2913002;Ibitiara;0.585
3519600;Ibitinga;0.747
3202553;Ibitirama;0.622
2913101;Ibititá;0.602
3129905;Ibitiúra de Minas;0.674
3130002;Ibituruna;0.675
3519709;Ibiúna;0.71
2913200;Ibotirama;0.636
2305357;Icapuí;0.616
4207007;Içara;0.741
3130051;Icaraí de Minas;0.624
4109906;Icaraíma;0.666
2105104;Icatu;0.546
3519808;Icém;0.72
2913309;Ichu;0.631
2305407;Icó;0.606
3202603;Iconha;0.729
2404606;Ielmo Marinho;0.55
3519907;Iepê;0.736
2703106;Igaci;0.564
2913408;Igaporã;0.614
3520004;Igaraçu do Tietê;0.727
2502607;Igaracy;0.61
3520103;Igarapava;0.768
3130101;Igarapé;0.698
1503200;Igarapé-Açu;0.595
2105153;Igarapé do Meio;0.569
2105203;Igarapé Grande;0.614
1503309;Igarapé-Miri;0.547
2606804;Igarassu;0.665
3520202;Igaratá;0.711
3130200;Igaratinga;0.651
2913457;Igrapiúna;0.574
2703205;Igreja Nova;0.568
4310108;Igrejinha;0.721
3301876;Iguaba Grande;0.761
2913507;Iguaí;0.552
3520301;Iguape;0.726
2606903;Iguaraci;0.598
4110003;Iguaraçu;0.758
3130309;Iguatama;0.707
5004304;Iguatemi;0.662
2305506;Iguatu;0.677
4110052;Iguatu;0.703
3130408;Ijaci;0.714
4310207;Ijuí;0.781
3520400;Ilhabela;0.756
3520426;Ilha Comprida;0.725
2802700;Ilha das Flores;0.562
2607604;Ilha de Itamaracá;0.653
2204659;Ilha Grande;0.563
3520442;Ilha Solteira;0.812
2913606;Ilhéus;0.69
4207106;Ilhota;0.738
3130507;Ilicínea;0.68
4310306;Ilópolis;0.73
2506707;Imaculada;0.557
4207205;Imaruí;0.667
4110078;Imbaú;0.622
4310330;Imbé;0.764
3130556;Imbé de Minas;0.553
4207304;Imbituba;0.765
4110102;Imbituva;0.66
4207403;Imbuia;0.713
4310363;Imigrante;0.743
2105302;Imperatriz;0.731
5209937;Inaciolândia;0.692
4110201;Inácio Martins;0.6
2607000;Inajá;0.523
4110300;Inajá;0.705
3130606;Inconfidentes;0.692
3130655;Indaiabira;0.61
4207502;Indaial;0.777
3520509;Indaiatuba;0.788
2305605;Independência;0.632
4310405;Independência;0.693
3520608;Indiana;0.761
3130705;Indianópolis;0.674
4110409;Indianópolis;0.724
3520707;Indiaporã;0.751
5209952;Indiara;0.701
2802809;Indiaroba;0.58
5104500;Indiavaí;0.661
2506806;Ingá;0.592
3130804;Ingaí;0.697
2607109;Ingazeira;0.608
4310413;Inhacorá;0.673
2913705;Inhambupe;0.565
1503408;Inhangapi;0.572
2703304;Inhapi;0.484
3130903;Inhapim;0.658
3131000;Inhaúma;0.702
2204709;Inhuma;0.624
5210000;Inhumas;0.72
3131109;Inimutaba;0.664
5004403;Inocência;0.681
3520806;Inúbia Paulista;0.759
4207577;Iomerê;0.795
3131158;Ipaba;0.665
5210109;Ipameri;0.701
3131208;Ipanema;0.693
2404705;Ipanguaçu;0.603
2305654;Ipaporanga;0.579
3131307;Ipatinga;0.771
2305704;Ipaumirim;0.606
3520905;Ipaussu;0.727
4310439;Ipê;0.728
2913804;Ipecaetá;0.55
3521002;Iperó;0.719
3521101;Ipeúna;0.753
3131406;Ipiaçu;0.696
2913903;Ipiaú;0.67
3521150;Ipiguá;0.73
2914000;Ipirá;0.549
4207601;Ipira;0.736
4110508;Ipiranga;0.652
5210158;Ipiranga de Goiás;0.696
5104526;Ipiranga do Norte;0.727
2204808;Ipiranga do Piauí;0.63
4310462;Ipiranga do Sul;0.791
1301803;Ipixuna;0.481
1503457;Ipixuna do Pará;0.489
2607208;Ipojuca;0.619
4110607;Iporã;0.706
5210208;Iporá;0.743
4207650;Iporã do Oeste;0.759
3521200;Iporanga;0.703
2305803;Ipu;0.618
3521309;Ipuã;0.749
4207684;Ipuaçu;0.66
2607307;Ipubi;0.55
2404804;Ipueira;0.679
1709807;Ipueiras;0.62
2305902;Ipueiras;0.573
3131505;Ipuiúna;0.686
4207700;Ipumirim;0.738
2914109;Ipupiara;0.59
1400282;Iracema;0.582
2306009;Iracema;0.652
4110656;Iracema do Oeste;0.707
3521408;Iracemápolis;0.776
4207759;Iraceminha;0.722
4310504;Iraí;0.691
3131604;Iraí de Minas;0.695
2914208;Irajuba;0.576
2914307;Iramaia;0.571
1301852;Iranduba;0.613
4207809;Irani;0.742
3521507;Irapuã;0.713
3521606;Irapuru;0.712
2914406;Iraquara;0.599
2914505;Irará;0.62
4110706;Irati;0.726
4207858;Irati;0.707
2306108;Irauçuba;0.605
2914604;Irecê;0.691
4110805;Iretama;0.665
4207908;Irineópolis;0.699
1503507;Irituia;0.559
3202652;Irupi;0.637
2204907;Isaías Coelho;0.582
5210307;Israelândia;0.711
4208005;Itá;0.771
4310538;Itaara;0.76
2506905;Itabaiana;0.613
2802908;Itabaiana;0.642
2803005;Itabaianinha;0.556
2914653;Itabela;0.599
3521705;Itaberá;0.693
2914703;Itaberaba;0.62
5210406;Itaberaí;0.719
2803104;Itabi;0.602
3131703;Itabira;0.756
3131802;Itabirinha;0.653
3131901;Itabirito;0.73
3301900;Itaboraí;0.693
2914802;Itabuna;0.712
1710508;Itacajá;0.612
3132008;Itacambira;0.628
3132107;Itacarambi;0.641
2914901;Itacaré;0.583
1301902;Itacoatiara;0.644
2607406;Itacuruba;0.595
4310553;Itacurubi;0.657
2915007;Itaeté;0.572
2915106;Itagi;0.543
2915205;Itagibá;0.589
2915304;Itagimirim;0.634
3202702;Itaguaçu;0.702
2915353;Itaguaçu da Bahia;0.562
3302007;Itaguaí;0.715
4110904;Itaguajé;0.707
3132206;Itaguara;0.691
5210562;Itaguari;0.693
5210604;Itaguaru;0.718
1710706;Itaguatins;0.616
3521804;Itaí;0.713
2607505;Itaíba;0.51
2306207;Itaiçaba;0.656
2205003;Itainópolis;0.541
4208104;Itaiópolis;0.708
2105351;Itaipava do Grajaú;0.518
3132305;Itaipé;0.552
4110953;Itaipulândia;0.738
2306256;Itaitinga;0.626
1503606;Itaituba;0.64
2404853;Itajá;0.624
5210802;Itajá;0.691
4208203;Itajaí;0.795
3521903;Itajobi;0.73
3522000;Itaju;0.705
3132404;Itajubá;0.787
2915403;Itaju do Colônia;0.592
2915502;Itajuípe;0.599
3302056;Italva;0.688
2915601;Itamaraju;0.627
3132503;Itamarandiba;0.646
1301951;Itamarati;0.477
3132602;Itamarati de Minas;0.688
2915700;Itamari;0.578
3132701;Itambacuri;0.634
4111001;Itambaracá;0.694
2607653;Itambé;0.575
2915809;Itambé;0.578
4111100;Itambé;0.746
3132800;Itambé do Mato Dentro;0.634
3132909;Itamogi;0.674
3133006;Itamonte;0.705
2915908;Itanagra;0.584
3522109;Itanhaém;0.745
3133105;Itanhandu;0.739
5104542;Itanhangá;0.71
2916005;Itanhém;0.637
3133204;Itanhomi;0.65
3133303;Itaobim;0.629
3522158;Itaóca;0.68
3302106;Itaocara;0.713
5210901;Itapaci;0.725
2306306;Itapagé;0.623
3133402;Itapagipe;0.723
2916104;Itaparica;0.67
2916203;Itapé;0.599
2916302;Itapebi;0.572
3133501;Itapecerica;0.713
3522208;Itapecerica da Serra;0.742
2105401;Itapecuru Mirim;0.599
4111209;Itapejara D'Oeste;0.731
4208302;Itapema;0.796
3202801;Itapemirim;0.654
4111258;Itaperuçu;0.637
3302205;Itaperuna;0.73
2607703;Itapetim;0.592
2916401;Itapetinga;0.667
3522307;Itapetininga;0.763
3133600;Itapeva;0.72
3522406;Itapeva;0.732
3522505;Itapevi;0.735
2916500;Itapicuru;0.486
2306405;Itapipoca;0.64
3522604;Itapira;0.762
1302009;Itapiranga;0.654
4208401;Itapiranga;0.775
5211008;Itapirapuã;0.677
3522653;Itapirapuã Paulista;0.661
1710904;Itapiratins;0.601
2607752;Itapissuma;0.633
2916609;Itapitanga;0.571
2306504;Itapiúna;0.604
4208450;Itapoá;0.761
3522703;Itápolis;0.744
5004502;Itaporã;0.654
1711100;Itaporã do Tocantins;0.65
2507002;Itaporanga;0.615
3522802;Itaporanga;0.719
2803203;Itaporanga D'Ajuda;0.561
2507101;Itapororoca;0.564
1101104;Itapuã do Oeste;0.614
4310579;Itapuca;0.664
3522901;Itapuí;0.725
3523008;Itapura;0.72
5211206;Itapuranga;0.726
3523107;Itaquaquecetuba;0.714
2916708;Itaquara;0.553
4310603;Itaqui;0.713
5004601;Itaquiraí;0.62
2607802;Itaquitinga;0.586
3202900;Itarana;0.684
2916807;Itarantim;0.61
3523206;Itararé;0.703
2306553;Itarema;0.606
3523305;Itariri;0.677
5211305;Itarumã;0.693
4310652;Itati;0.669
3302254;Itatiaia;0.737
3133709;Itatiaiuçu;0.677
3523404;Itatiba;0.778
4310702;Itatiba do Sul;0.681
2916856;Itatim;0.582
3523503;Itatinga;0.706
2306603;Itatira;0.562
2507200;Itatuba;0.562
2404903;Itaú;0.614
5104559;Itaúba;0.69
1600253;Itaubal;0.576
5211404;Itauçu;0.718
3133758;Itaú de Minas;0.776
2205102;Itaueira;0.583
3133808;Itaúna;0.758
4111308;Itaúna do Sul;0.656
3133907;Itaverava;0.627
3134004;Itinga;0.6
2105427;Itinga do Maranhão;0.63
5104609;Itiquira;0.693
3523602;Itirapina;0.724
3523701;Itirapuã;0.707
2916906;Itiruçu;0.6
2917003;Itiúba;0.544
3523800;Itobi;0.717
2917102;Itororó;0.594
3523909;Itu;0.773
2917201;Ituaçu;0.57
2917300;Ituberá;0.606
3134103;Itueta;0.635
3134202;Ituiutaba;0.739
5211503;Itumbiara;0.752
3134301;Itumirim;0.726
3524006;Itupeva;0.762
1503705;Itupiranga;0.528
4208500;Ituporanga;0.748
3134400;Iturama;0.747
3134509;Itutinga;0.727
3524105;Ituverava;0.765
2917334;Iuiú;0.591
3203007;Iúna;0.666
4111407;Ivaí;0.651
4111506;Ivaiporã;0.73
4111555;Ivaté;0.706
4111605;Ivatuba;0.766
5004700;Ivinhema;0.72
5211602;Ivolândia;0.704
4310751;Ivorá;0.724
4310801;Ivoti;0.784
2607901;Jaboatão dos Guararapes;0.717
4208609;Jaborá;0.732
2917359;Jaborandi;0.613
3524204;Jaborandi;0.711
4111704;Jaboti;0.718
4310850;Jaboticaba;0.658
3524303;Jaboticabal;0.778
3134608;Jaboticatubas;0.681
2405009;Jaçanã;0.604
2917409;Jacaraci;0.593
2507309;Jacaraú;0.558
1503754;Jacareacanga;0.505
2703403;Jacaré dos Homens;0.583
3524402;Jacareí;0.777
4111803;Jacarezinho;0.743
3524501;Jaci;0.723
5104807;Jaciara;0.735
3134707;Jacinto;0.62
4208708;Jacinto Machado;0.716
2917508;Jacobina;0.649
2205151;Jacobina do Piauí;0.535
3134806;Jacuí;0.668
2703502;Jacuípe;0.548
4310876;Jacuizinho;0.662
1503804;Jacundá;0.622
3524600;Jacupiranga;0.717
3134905;Jacutinga;0.715
4310900;Jacutinga;0.726
4111902;Jaguapitã;0.715
2917607;Jaguaquara;0.58
3135001;Jaguaraçu;0.679
4311007;Jaguarão;0.707
2917706;Jaguarari;0.659
3203056;Jaguaré;0.678
2306702;Jaguaretama;0.612
4311106;Jaguari;0.712
4112009;Jaguariaíva;0.743
2306801;Jaguaribara;0.618
2306900;Jaguaribe;0.621
2917805;Jaguaripe;0.556
3524709;Jaguariúna;0.784
2307007;Jaguaruana;0.624
4208807;Jaguaruna;0.721
3135050;Jaíba;0.638
2205201;Jaicós;0.524
3524808;Jales;0.776
3524907;Jambeiro;0.756
3135076;Jampruca;0.609
3135100;Janaúba;0.696
5211701;Jandaia;0.707
4112108;Jandaia do Sul;0.747
2405108;Jandaíra;0.569
2917904;Jandaíra;0.55
3525003;Jandira;0.76
2405207;Janduís;0.615
5104906;Jangada;0.63
4112207;Janiópolis;0.696
3135209;Januária;0.658
2405306;Januário Cicco;0.574
3135308;Japaraíba;0.721
2703601;Japaratinga;0.57
2803302;Japaratuba;0.621
3302270;Japeri;0.659
2405405;Japi;0.569
4112306;Japira;0.696
2803401;Japoatã;0.56
3135357;Japonvar;0.608
5004809;Japorã;0.526
1302108;Japurá;0.522
4112405;Japurá;0.712
2607950;Jaqueira;0.575
4311122;Jaquirana;0.614
5211800;Jaraguá;0.699
4208906;Jaraguá do Sul;0.803
5004908;Jaraguari;0.664
2703700;Jaramataia;0.552
2307106;Jardim;0.614
5005004;Jardim;0.712
4112504;Jardim Alegre;0.689
2405504;Jardim de Angicos;0.565
2405603;Jardim de Piranhas;0.603
2205250;Jardim do Mulato;0.593
2405702;Jardim do Seridó;0.663
4112603;Jardim Olinda;0.682
3525102;Jardinópolis;0.735
4208955;Jardinópolis;0.709
4311130;Jari;0.631
3525201;Jarinu;0.733
1100114;Jaru;0.689
5211909;Jataí;0.757
4112702;Jataizinho;0.687
2608008;Jataúba;0.53
5005103;Jateí;0.708
2307205;Jati;0.651
2105450;Jatobá;0.561
2608057;Jatobá;0.645
2205276;Jatobá do Piauí;0.566
3525300;Jaú;0.778
1711506;Jaú do Tocantins;0.662
5212006;Jaupaci;0.689
5105002;Jauru;0.673
3135407;Jeceaba;0.661
3135456;Jenipapo de Minas;0.624
2105476;Jenipapo dos Vieiras;0.49
3135506;Jequeri;0.601
2703759;Jequiá da Praia;0.556
2918001;Jequié;0.665
3135605;Jequitaí;0.643
3135704;Jequitibá;0.689
3135803;Jequitinhonha;0.615
2918100;Jeremoabo;0.547
2507408;Jericó;0.603
3525409;Jeriquara;0.703
3203106;Jerônimo Monteiro;0.698
2205300;Jerumenha;0.591
3135902;Jesuânia;0.658
4112751;Jesuítas;0.705
5212055;Jesúpolis;0.649
2307254;Jijoca de Jericoacoara;0.652
1100122;Ji-Paraná;0.714
2918209;Jiquiriçá;0.553
2918308;Jitaúna;0.575
4209003;Joaçaba;0.827
3136009;Joaíma;0.587
3136108;Joanésia;0.626
3525508;Joanópolis;0.699
2608107;João Alfredo;0.576
2405801;João Câmara;0.595
2205359;João Costa;0.561
2405900;João Dias;0.53
2918357;João Dourado;0.593
2105500;João Lisboa;0.641
3136207;João Monlevade;0.758
3203130;João Neiva;0.753
2507507;João Pessoa;0.763
3136306;João Pinheiro;0.697
3525607;João Ramalho;0.741
3136405;Joaquim Felício;0.637
2703809;Joaquim Gomes;0.531
2608206;Joaquim Nabuco;0.554
2205409;Joaquim Pires;0.522
4112801;Joaquim Távora;0.7
2205458;Joca Marques;0.504
4311155;Jóia;0.686
4209102;Joinville;0.809
3136504;Jordânia;0.628
1200328;Jordão;0.469
4209151;José Boiteux;0.694
3525706;José Bonifácio;0.777
2406007;José da Penha;0.608
2205508;José de Freitas;0.618
3136520;José Gonçalves de Minas;0.632
2105609;Joselândia;0.561
3136579;Josenópolis;0.564
3136553;José Raydan;0.617
5212105;Joviânia;0.706
5105101;Juara;0.682
2507606;Juarez Távora;0.579
1711803;Juarina;0.584
3136652;Juatuba;0.717
2507705;Juazeirinho;0.567
2918407;Juazeiro;0.677
2307304;Juazeiro do Norte;0.694
2205516;Juazeiro do Piauí;0.57
2307403;Jucás;0.598
2608255;Jucati;0.55
2918456;Jucuruçu;0.541
2406106;Jucurutu;0.601
5105150;Juína;0.716
3136702;Juiz de Fora;0.778
2205524;Júlio Borges;0.582
4311205;Júlio de Castilhos;0.716
3525805;Júlio Mesquita;0.716
3525854;Jumirim;0.741
2105658;Junco do Maranhão;0.552
2507804;Junco do Seridó;0.617
2406155;Jundiá;0.595
2703908;Jundiá;0.562
3525904;Jundiaí;0.822
4112900;Jundiaí do Sul;0.688
2704005;Junqueiro;0.575
3526001;Junqueirópolis;0.745
2608305;Jupi;0.575
4209177;Jupiá;0.719
3526100;Juquiá;0.7
3526209;Juquitiba;0.709
3136801;Juramento;0.669
4112959;Juranda;0.708
2205532;Jurema;0.555
2608404;Jurema;0.509
2507903;Juripiranga;0.548
2508000;Juru;0.57
1302207;Juruá;0.522
3136900;Juruaia;0.723
5105176;Juruena;0.662
1503903;Juruti;0.592
5105200;Juscimeira;0.714
2918506;Jussara;0.571
4113007;Jussara;0.718
5212204;Jussara;0.743
2918555;Jussari;0.567
2918605;Jussiape;0.602
1302306;Jutaí;0.516
5005152;Juti;0.623
3136959;Juvenília;0.592
4113106;Kaloré;0.721
1302405;Lábrea;0.531
4209201;Lacerdópolis;0.781
3137007;Ladainha;0.541
5005202;Ladário;0.704
2918704;Lafaiete Coutinho;0.599
3137106;Lagamar;0.718
2803500;Lagarto;0.625
4209300;Lages;0.77
2508109;Lagoa;0.563
2205557;Lagoa Alegre;0.55
4311239;Lagoa Bonita do Sul;0.67
2704104;Lagoa da Canoa;0.552
1711902;Lagoa da Confusão;0.627
2406205;Lagoa D'Anta;0.601
3137205;Lagoa da Prata;0.732
2508208;Lagoa de Dentro;0.57
2608503;Lagoa de Itaenga;0.602
2406304;Lagoa de Pedras;0.553
2205573;Lagoa de São Francisco;0.529
2406403;Lagoa de Velhos;0.589
2205565;Lagoa do Barro do Piauí;0.502
2608453;Lagoa do Carro;0.609
2105922;Lagoa do Mato;0.566
2608602;Lagoa do Ouro;0.525
2205581;Lagoa do Piauí;0.583
2608701;Lagoa dos Gatos;0.551
2205599;Lagoa do Sítio;0.541
3137304;Lagoa dos Patos;0.634
4311270;Lagoa dos Três Cantos;0.789
1711951;Lagoa do Tocantins;0.579
3137403;Lagoa Dourada;0.676
3137502;Lagoa Formosa;0.703
2608750;Lagoa Grande;0.597
3137536;Lagoa Grande;0.679
2105963;Lagoa Grande do Maranhão;0.502
2406502;Lagoa Nova;0.585
4311254;Lagoão;0.643
2918753;Lagoa Real;0.545
